Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_CGPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Grade_Category
ID04225,Female,18,Psychology,100.0,5.6,3.1,8.5,10,3.51,Excellent
ID04226,Female,19,Economics,93.0,8.8,3.11,7.1,12,3.59,Excellent
ID04227,Male,18,Psychology,70.1,8.4,2.63,5.2,12,2.7,Average
ID04228,Female,24,Business,76.8,5.2,1.9,7.4,11,1.98,Poor
ID04229,Male,21,Business,89.2,5.9,4.0,7.0,8,4.0,Excellent
ID04230,Male,24,Business,91.8,1.9,2.62,7.4,5,2.97,Average
ID04231,Female,23,Engineering,95.5,3.1,3.19,5.8,6,3.23,Good
ID04232,Female,23,Economics,91.9,3.6,3.02,5.2,13,3.34,Good
ID04233,Male,23,Mathematics,85.1,2.9,3.55,7.9,2,3.75,Excellent
ID04234,Female,22,Mathematics,75.5,8.3,3.16,6.9,13,3.41,Good
ID04235,Male,20,Psychology,91.0,4.5,3.18,7.9,5,3.52,Excellent
ID04236,Male,21,Psychology,100.0,2.4,1.78,7.8,8,1.95,Poor
ID04237,Male,20,Psychology,100.0,8.0,2.68,8.1,12,3.03,Good
ID04238,Female,21,Economics,93.0,4.5,3.47,9.4,10,3.92,Excellent
ID04239,Female,20,Computer Science,100.0,6.8,3.43,7.3,4,3.84,Excellent
ID04240,Male,19,Psychology,79.4,1.9,2.62,5.5,5,2.34,Poor
ID04241,Female,24,Business,77.4,4.8,2.31,5.8,9,2.2,Poor
ID04242,Male,18,Psychology,73.8,2.3,3.16,6.6,15,3.2,Good
ID04243,Female,18,Business,83.1,4.6,1.65,7.3,5,1.95,Poor
ID04244,Male,24,Engineering,78.7,5.7,2.53,9.1,11,2.43,Poor
ID04245,Male,19,Computer Science,100.0,1.8,3.98,6.8,8,4.0,Excellent
ID04246,Female,21,Computer Science,77.9,3.9,3.82,9.5,6,3.61,Excellent
ID04247,Male,24,Economics,73.0,1.9,3.34,9.7,8,3.14,Good
ID04248,Male,22,Economics,100.0,7.1,3.25,7.6,8,3.9,Excellent
ID04249,Female,21,Mathematics,78.2,4.2,2.12,7.9,9,2.13,Poor
ID04250,Female,18,Engineering,87.3,2.4,2.73,6.3,4,3.01,Good
ID04251,Male,22,Economics,91.8,2.8,2.95,9.5,8,3.26,Good
ID04252,Male,20,Business,67.9,3.1,2.74,6.0,9,2.75,Average
ID04253,Male,22,Engineering,100.0,8.7,2.92,8.8,8,3.22,Good
ID04254,Male,21,Computer Science,94.6,3.8,3.75,5.5,8,3.88,Excellent
ID04255,Male,19,Business,100.0,6.4,2.83,8.0,9,3.46,Good
ID04256,Female,20,Engineering,74.8,3.9,2.93,8.7,10,3.0,Good
ID04257,Female,21,Computer Science,86.5,1.9,3.47,8.4,4,3.72,Excellent
ID04258,Male,20,Economics,85.6,2.8,2.39,6.3,6,2.7,Average
ID04259,Male,22,Business,89.0,4.9,2.68,6.6,10,3.02,Good
ID04260,Male,18,Business,63.2,1.1,2.73,9.3,9,2.61,Average
ID04261,Male,21,Computer Science,86.7,5.4,3.13,6.2,6,3.62,Excellent
ID04262,Female,19,Business,63.6,2.6,2.93,6.3,7,2.97,Average
ID04263,Male,24,Economics,90.4,4.4,2.94,9.3,7,3.21,Good
ID04264,Male,22,Economics,53.1,2.9,2.77,6.9,10,2.37,Poor
ID04265,Female,21,Economics,57.2,6.0,2.56,6.9,9,2.38,Poor
ID04266,Male,19,Computer Science,97.3,4.1,3.4,9.8,10,3.66,Excellent
ID04267,Female,21,Psychology,76.8,5.8,2.93,6.0,3,2.96,Average
ID04268,Male,22,Psychology,70.2,1.2,3.41,5.9,4,3.11,Good
ID04269,Female,21,Business,100.0,3.6,2.54,7.3,8,2.99,Average
ID04270,Female,20,Economics,89.9,2.5,2.77,7.0,6,2.97,Average
ID04271,Female,22,Business,98.1,5.3,2.99,5.8,7,3.49,Good
ID04272,Female,21,Computer Science,82.5,7.0,3.04,8.2,6,3.41,Good
ID04273,Male,24,Business,100.0,6.9,3.48,7.0,8,4.0,Excellent
ID04274,Male,18,Mathematics,75.9,8.9,2.88,7.1,8,3.18,Good
ID04275,Female,21,Psychology,100.0,7.1,3.47,7.0,10,3.97,Excellent
ID04276,Female,20,Business,84.1,3.5,3.29,5.4,6,3.67,Excellent
ID04277,Male,19,Business,60.2,2.2,3.05,5.8,9,2.75,Average
ID04278,Male,24,Engineering,92.2,1.3,2.62,4.6,6,2.67,Average
ID04279,Male,19,Business,89.7,2.1,3.48,8.7,9,3.55,Excellent
ID04280,Male,24,Mathematics,69.2,1.1,2.64,7.0,8,2.48,Poor
ID04281,Male,19,Psychology,71.2,1.6,3.09,8.5,7,3.09,Good
ID04282,Female,18,Engineering,84.6,4.7,3.07,6.3,9,3.28,Good
ID04283,Male,20,Computer Science,90.2,1.2,3.0,8.7,7,3.02,Good
ID04284,Male,22,Computer Science,47.9,5.0,2.91,4.6,5,2.71,Average
ID04285,Female,19,Psychology,100.0,2.8,2.69,8.5,10,2.78,Average
ID04286,Female,24,Computer Science,77.6,4.2,2.29,6.9,7,2.48,Poor
ID04287,Female,20,Mathematics,65.0,4.3,3.8,4.9,10,3.7,Excellent
ID04288,Female,21,Business,99.1,9.0,2.85,4.0,8,3.2,Good
ID04289,Male,18,Psychology,84.6,4.4,3.04,7.8,3,3.42,Good
ID04290,Female,20,Engineering,100.0,1.7,3.03,8.5,11,3.17,Good
ID04291,Male,20,Business,91.6,2.2,3.65,7.1,7,3.73,Excellent
ID04292,Male,22,Computer Science,85.0,4.3,4.0,7.9,3,4.0,Excellent
ID04293,Female,20,Computer Science,82.7,3.4,3.18,7.7,6,3.36,Good
ID04294,Female,22,Engineering,92.2,4.4,3.02,7.1,11,3.28,Good
ID04295,Male,18,Mathematics,78.8,5.1,2.54,8.4,6,2.57,Average
ID04296,Male,18,Engineering,72.2,2.3,2.38,4.8,7,2.4,Poor
ID04297,Male,21,Psychology,94.1,5.2,2.21,7.1,9,2.43,Poor
ID04298,Male,22,Engineering,82.8,5.5,2.7,8.0,11,3.25,Good
ID04299,Male,22,Computer Science,85.5,4.4,2.05,6.3,5,2.52,Average
ID04300,Female,19,Mathematics,100.0,10.5,3.64,7.4,13,4.0,Excellent
ID04301,Male,19,Mathematics,83.3,1.3,3.31,5.2,8,3.37,Good
ID04302,Female,21,Economics,85.2,9.8,2.97,7.1,10,3.77,Excellent
ID04303,Female,18,Engineering,76.0,3.3,3.65,5.9,6,3.42,Good
ID04304,Female,23,Psychology,91.5,2.5,2.56,6.2,7,2.68,Average
ID04305,Female,19,Computer Science,90.2,5.3,2.69,7.9,3,3.2,Good
ID04306,Male,20,Business,98.5,2.8,2.13,4.4,10,2.31,Poor
ID04307,Male,18,Mathematics,76.3,6.7,3.49,5.4,8,3.49,Good
ID04308,Female,23,Engineering,78.1,3.2,2.69,8.1,6,2.47,Poor
ID04309,Female,20,Economics,96.9,7.3,3.11,6.8,7,3.71,Excellent
ID04310,Female,24,Psychology,88.8,2.0,3.6,5.9,6,3.73,Excellent
ID04311,Male,22,Psychology,71.4,4.8,3.79,7.7,8,3.78,Excellent
ID04312,Female,18,Computer Science,100.0,2.4,3.09,5.3,8,3.44,Good
ID04313,Male,24,Mathematics,59.5,4.9,3.29,5.3,7,3.01,Good
ID04314,Female,21,Computer Science,96.8,1.5,2.65,6.7,8,2.82,Average
ID04315,Female,22,Economics,66.0,1.6,3.94,6.8,14,3.96,Excellent
ID04316,Male,22,Business,100.0,3.2,3.02,5.9,13,3.23,Good
ID04317,Female,20,Business,61.8,7.5,3.14,6.6,6,3.17,Good
ID04318,Male,24,Business,100.0,1.3,2.9,9.0,10,3.15,Good
ID04319,Male,22,Psychology,83.8,8.2,3.7,6.9,7,4.0,Excellent
ID04320,Male,19,Mathematics,79.5,4.9,3.2,5.3,15,3.39,Good
ID04321,Female,18,Computer Science,87.8,7.1,3.48,7.0,6,3.92,Excellent
ID04322,Female,19,Computer Science,94.5,4.1,3.28,4.0,9,3.54,Excellent
ID04323,Female,20,Economics,71.4,4.5,2.99,9.4,6,3.16,Good
ID04324,Male,23,Business,72.8,3.5,3.56,5.2,5,3.39,Good
ID04325,Female,20,Mathematics,94.7,3.3,3.27,7.3,4,3.57,Excellent
ID04326,Female,18,Mathematics,59.4,6.1,2.62,7.2,0,2.58,Average
ID04327,Male,22,Economics,76.2,2.0,2.61,5.8,16,2.15,Poor
ID04328,Female,24,Engineering,100.0,4.1,3.17,8.9,6,3.36,Good
ID04329,Male,24,Mathematics,70.5,1.3,3.55,10.0,11,3.21,Good
ID04330,Female,21,Mathematics,100.0,1.7,3.92,5.9,4,4.0,Excellent
ID04331,Male,20,Computer Science,76.2,3.8,2.21,8.1,9,2.17,Poor
ID04332,Male,18,Economics,92.6,2.7,3.11,5.5,5,3.19,Good
ID04333,Male,21,Mathematics,94.8,3.6,3.34,9.0,6,3.5,Excellent
ID04334,Female,22,Mathematics,100.0,2.3,3.25,8.9,5,3.33,Good
ID04335,Male,23,Computer Science,82.0,5.7,3.6,8.5,5,3.91,Excellent
ID04336,Male,20,Mathematics,100.0,1.7,3.43,4.5,9,3.68,Excellent
ID04337,Female,23,Computer Science,76.2,9.9,2.61,6.2,9,2.89,Average
ID04338,Female,18,Engineering,88.5,8.0,2.59,6.2,6,3.05,Good
ID04339,Male,23,Psychology,88.7,5.3,3.26,6.1,9,3.81,Excellent
ID04340,Male,23,Computer Science,68.2,1.6,3.6,9.0,8,3.55,Excellent
ID04341,Male,18,Computer Science,80.7,3.6,3.17,4.3,9,3.52,Excellent
ID04342,Male,18,Mathematics,87.4,5.5,2.31,7.6,9,2.83,Average
ID04343,Female,20,Computer Science,78.5,6.9,2.58,8.1,16,2.53,Average
ID04344,Female,23,Economics,100.0,6.9,3.45,5.9,8,3.93,Excellent
ID04345,Female,21,Business,72.4,6.1,2.93,7.8,7,2.95,Average
ID04346,Male,18,Business,100.0,0.9,3.16,7.7,6,3.17,Good
ID04347,Female,22,Engineering,97.8,2.1,3.63,6.6,9,3.76,Excellent
ID04348,Female,23,Computer Science,84.8,6.2,2.5,8.6,14,2.81,Average
ID04349,Female,18,Economics,72.0,2.8,2.89,6.2,9,2.7,Average
ID04350,Female,21,Mathematics,73.5,4.8,2.84,8.6,4,2.93,Average
ID04351,Female,24,Mathematics,77.2,10.3,3.28,7.2,9,3.7,Excellent
ID04352,Female,20,Psychology,58.2,2.7,3.49,6.5,7,3.26,Good
ID04353,Male,23,Engineering,69.9,7.2,2.36,6.7,6,2.41,Poor
ID04354,Female,24,Economics,62.8,4.9,3.1,4.9,4,3.03,Good
ID04355,Male,18,Economics,100.0,12.9,3.53,6.5,10,4.0,Excellent
ID04356,Female,18,Mathematics,94.3,4.9,2.17,5.3,13,2.51,Average
ID04357,Male,22,Psychology,96.8,2.8,3.07,7.4,6,3.48,Good
ID04358,Female,22,Mathematics,93.8,4.1,2.49,8.4,10,2.94,Average
ID04359,Female,23,Psychology,87.5,2.0,2.78,7.7,7,2.86,Average
ID04360,Male,24,Business,100.0,6.0,1.85,5.9,6,2.26,Poor
ID04361,Male,24,Economics,75.8,3.1,3.8,6.6,6,3.66,Excellent
ID04362,Female,18,Business,86.6,4.1,2.92,7.4,10,3.19,Good
ID04363,Female,23,Mathematics,96.2,7.5,2.7,7.5,9,3.33,Good
ID04364,Male,18,Engineering,65.2,1.9,3.26,9.5,14,3.3,Good
ID04365,Male,22,Computer Science,100.0,6.9,2.58,7.9,5,3.09,Good
ID04366,Female,21,Engineering,85.4,1.4,2.53,7.2,8,2.69,Average
ID04367,Male,19,Engineering,87.1,3.8,3.86,7.2,9,4.0,Excellent
ID04368,Male,19,Computer Science,100.0,5.3,4.0,6.5,4,4.0,Excellent
ID04369,Male,18,Economics,98.7,6.2,2.8,7.0,7,3.42,Good
ID04370,Male,24,Business,85.6,2.0,3.63,8.1,5,3.92,Excellent
ID04371,Male,22,Business,87.0,10.4,3.28,5.9,9,3.85,Excellent
ID04372,Male,20,Economics,62.4,5.4,2.39,7.6,8,2.55,Average
ID04373,Male,20,Computer Science,76.7,6.3,2.64,6.8,12,2.94,Average
ID04374,Male,19,Psychology,92.8,5.4,3.88,9.6,7,4.0,Excellent
ID04375,Male,21,Engineering,91.7,2.0,2.39,7.4,9,2.82,Average
ID04376,Male,19,Mathematics,100.0,2.6,4.0,7.5,10,4.0,Excellent
ID04377,Male,18,Business,83.2,8.1,2.81,5.7,7,3.14,Good
ID04378,Female,21,Economics,64.2,8.2,3.89,9.2,10,3.98,Excellent
ID04379,Male,20,Mathematics,100.0,1.0,2.95,7.8,8,3.06,Good
ID04380,Male,24,Computer Science,100.0,6.0,3.5,9.0,11,3.72,Excellent
ID04381,Male,22,Mathematics,98.5,3.7,3.8,6.7,9,4.0,Excellent
ID04382,Male,22,Mathematics,82.5,5.2,3.79,7.0,11,4.0,Excellent
ID04383,Female,18,Engineering,100.0,4.5,2.81,4.9,6,3.19,Good
ID04384,Female,19,Computer Science,100.0,4.5,2.67,9.8,4,2.76,Average
ID04385,Female,18,Mathematics,86.7,2.3,3.06,7.6,10,3.18,Good
ID04386,Female,22,Business,65.3,7.0,2.45,9.8,5,2.74,Average
ID04387,Female,20,Computer Science,76.2,2.8,3.22,6.5,4,3.1,Good
ID04388,Male,22,Business,94.4,3.7,2.69,7.7,4,3.08,Good
ID04389,Male,21,Economics,60.9,2.4,3.64,8.5,11,3.39,Good
ID04390,Male,24,Economics,87.5,4.1,2.81,7.5,7,3.06,Good
ID04391,Male,24,Psychology,90.7,1.7,2.23,6.5,9,2.46,Poor
ID04392,Male,23,Economics,100.0,2.9,3.8,6.3,10,4.0,Excellent
ID04393,Female,22,Mathematics,100.0,7.0,3.19,6.5,11,3.75,Excellent
ID04394,Male,22,Computer Science,98.0,1.9,3.11,10.0,7,3.12,Good
ID04395,Female,24,Economics,52.6,5.9,3.65,6.1,5,3.4,Good
ID04396,Female,23,Business,98.8,1.6,3.54,4.0,8,3.72,Excellent
ID04397,Male,21,Mathematics,95.6,2.7,2.72,7.1,5,2.84,Average
ID04398,Male,19,Economics,88.8,2.7,2.88,7.0,8,3.33,Good
ID04399,Male,22,Engineering,59.0,6.6,2.54,6.5,8,2.29,Poor
ID04400,Male,24,Business,73.3,8.3,2.37,6.1,9,2.61,Average
ID04401,Male,18,Business,67.5,3.3,3.39,6.6,6,3.25,Good
ID04402,Male,22,Psychology,54.8,1.7,3.3,5.0,14,2.91,Average
ID04403,Male,18,Engineering,85.0,3.0,3.48,9.7,9,3.61,Excellent
ID04404,Male,21,Psychology,73.0,3.1,3.74,7.4,11,3.57,Excellent
ID04405,Female,22,Economics,100.0,2.9,3.49,7.2,5,3.82,Excellent
ID04406,Female,24,Engineering,82.5,3.7,3.53,8.6,9,3.96,Excellent
ID04407,Female,21,Business,100.0,2.4,2.06,10.0,11,2.38,Poor
ID04408,Male,21,Psychology,61.5,1.8,2.95,6.4,10,2.97,Average
ID04409,Male,19,Mathematics,77.0,1.1,3.58,7.5,7,3.29,Good
ID04410,Female,22,Engineering,86.5,6.5,2.52,8.2,6,3.04,Good
ID04411,Male,18,Business,71.4,4.5,3.15,8.0,11,3.38,Good
ID04412,Male,18,Computer Science,78.7,5.6,3.36,8.4,8,3.21,Good
ID04413,Female,22,Engineering,81.7,5.2,3.32,8.4,13,3.48,Good
ID04414,Female,23,Engineering,81.5,3.9,3.28,6.4,5,3.61,Excellent
ID04415,Male,19,Economics,100.0,3.7,3.4,8.8,7,3.6,Excellent
ID04416,Male,19,Mathematics,90.7,10.3,3.19,6.8,9,3.77,Excellent
ID04417,Male,19,Economics,92.2,2.9,2.37,7.4,10,2.54,Average
ID04418,Male,18,Engineering,93.1,4.1,3.35,7.9,7,3.72,Excellent
ID04419,Male,21,Engineering,94.2,3.1,3.24,5.9,6,3.55,Excellent
ID04420,Male,24,Mathematics,83.8,2.1,2.38,7.7,6,2.81,Average
ID04421,Male,23,Mathematics,80.2,12.7,3.79,7.9,10,4.0,Excellent
ID04422,Female,19,Psychology,87.5,5.5,3.37,4.2,6,3.78,Excellent
ID04423,Female,18,Business,100.0,2.7,2.41,9.1,13,2.71,Average
ID04424,Female,18,Business,100.0,2.3,2.69,5.8,7,2.85,Average
ID04425,Male,21,Psychology,81.4,5.9,2.82,7.4,7,3.43,Good
ID04426,Male,22,Business,96.5,7.3,2.82,9.3,9,3.04,Good
ID04427,Male,22,Engineering,82.1,1.9,3.25,8.0,1,3.66,Excellent
ID04428,Male,24,Psychology,85.5,3.6,2.61,8.6,10,3.0,Good
ID04429,Male,24,Psychology,77.9,4.1,3.66,8.7,6,3.47,Good
ID04430,Female,19,Business,82.3,4.1,3.62,6.3,7,3.95,Excellent
ID04431,Female,24,Computer Science,100.0,4.6,3.41,5.4,10,3.7,Excellent
ID04432,Male,19,Business,86.4,3.4,3.12,7.6,13,3.4,Good
ID04433,Male,23,Economics,87.0,3.8,3.57,8.1,5,3.97,Excellent
ID04434,Female,24,Computer Science,63.3,3.9,2.96,8.7,6,2.99,Average
ID04435,Male,21,Psychology,80.4,1.9,2.74,8.2,10,2.73,Average
ID04436,Male,19,Computer Science,81.4,10.1,3.7,6.3,9,4.0,Excellent
ID04437,Male,21,Engineering,72.6,6.1,3.26,8.3,11,3.13,Good
ID04438,Female,18,Mathematics,85.3,7.1,2.76,4.0,6,3.2,Good
ID04439,Female,19,Computer Science,78.6,4.7,2.89,8.9,4,2.88,Average
ID04440,Male,18,Economics,86.2,12.9,2.73,5.7,11,3.25,Good
ID04441,Female,20,Mathematics,86.8,0.5,4.0,5.6,11,4.0,Excellent
ID04442,Female,21,Engineering,70.7,4.2,3.1,10.0,6,3.25,Good
ID04443,Male,20,Economics,79.0,2.3,3.18,7.1,10,3.13,Good
ID04444,Male,19,Mathematics,86.2,4.4,3.46,6.6,8,3.84,Excellent
ID04445,Male,18,Engineering,100.0,9.0,2.49,5.3,7,2.94,Average
ID04446,Female,19,Mathematics,88.9,5.8,3.65,7.7,10,4.0,Excellent
ID04447,Male,20,Mathematics,75.1,3.9,2.8,8.2,7,2.92,Average
ID04448,Female,19,Business,91.0,9.5,4.0,6.5,9,4.0,Excellent
ID04449,Male,23,Economics,100.0,6.7,2.94,4.0,7,3.48,Good
ID04450,Female,22,Economics,98.8,5.5,3.62,9.4,10,3.83,Excellent
ID04451,Male,20,Computer Science,93.2,5.4,1.85,6.6,7,2.25,Poor
ID04452,Female,19,Economics,95.9,6.5,2.51,6.5,4,2.89,Average
ID04453,Female,18,Economics,100.0,2.8,2.95,6.9,5,3.13,Good
ID04454,Female,19,Mathematics,100.0,2.6,2.08,5.8,6,2.4,Poor
ID04455,Female,18,Psychology,93.5,2.1,3.4,8.9,4,3.64,Excellent
ID04456,Male,22,Business,100.0,2.9,3.26,8.1,13,3.28,Good
ID04457,Female,19,Computer Science,68.8,9.2,2.6,7.7,9,3.01,Good
ID04458,Male,24,Business,62.5,3.6,3.09,10.0,9,3.05,Good
ID04459,Male,24,Computer Science,87.4,9.3,3.5,6.0,6,4.0,Excellent
ID04460,Male,22,Engineering,86.0,2.7,2.05,8.9,8,2.27,Poor
ID04461,Male,20,Mathematics,76.8,7.5,2.46,4.0,6,2.54,Average
ID04462,Male,18,Economics,97.4,8.3,2.93,8.0,7,3.49,Good
ID04463,Female,24,Economics,57.1,4.5,3.11,10.0,9,2.64,Average
ID04464,Male,23,Psychology,77.0,3.6,3.07,5.4,10,2.92,Average
ID04465,Female,20,Business,77.7,2.5,3.54,9.5,4,3.22,Good
ID04466,Male,18,Business,60.5,7.0,3.34,4.9,11,3.4,Good
ID04467,Male,22,Business,100.0,3.5,3.45,10.0,7,3.51,Excellent
ID04468,Male,24,Economics,64.6,3.2,2.41,6.3,8,2.48,Poor
ID04469,Female,21,Business,76.2,5.0,3.17,5.9,9,3.34,Good
ID04470,Female,19,Mathematics,98.6,5.9,2.95,6.2,9,3.49,Good
ID04471,Female,22,Computer Science,94.7,2.4,3.83,7.0,9,3.98,Excellent
ID04472,Female,18,Economics,68.4,5.0,3.19,6.8,8,3.29,Good
ID04473,Male,18,Mathematics,95.2,8.3,2.77,6.9,3,3.42,Good
ID04474,Male,18,Engineering,89.3,2.1,3.53,7.5,7,3.91,Excellent
ID04475,Female,18,Mathematics,100.0,7.1,3.38,7.4,8,3.8,Excellent
ID04476,Male,19,Mathematics,91.1,7.0,2.69,7.0,10,3.18,Good
ID04477,Male,20,Engineering,82.9,7.4,2.93,6.3,8,3.29,Good
ID04478,Male,23,Mathematics,72.2,6.0,2.93,7.6,12,3.17,Good
ID04479,Female,21,Computer Science,73.8,5.8,3.71,7.6,7,3.82,Excellent
ID04480,Female,19,Economics,72.6,6.9,3.2,7.5,6,3.21,Good
ID04481,Male,18,Psychology,100.0,5.0,3.46,7.0,16,3.57,Excellent
ID04482,Male,19,Engineering,85.3,3.1,2.85,6.0,7,3.27,Good
ID04483,Female,22,Economics,93.5,3.1,3.27,7.1,8,3.39,Good
ID04484,Female,23,Business,100.0,3.9,3.75,6.6,9,4.0,Excellent
ID04485,Male,18,Computer Science,49.6,6.2,2.92,4.0,8,2.67,Average
ID04486,Female,21,Psychology,100.0,3.9,3.16,8.5,7,3.6,Excellent
ID04487,Male,18,Computer Science,85.8,3.6,2.42,7.4,6,2.64,Average
ID04488,Male,23,Computer Science,91.5,7.3,2.72,7.0,10,3.36,Good
ID04489,Female,21,Business,72.6,4.5,2.93,7.8,9,2.86,Average
ID04490,Female,23,Psychology,73.7,1.7,2.57,5.9,10,2.59,Average
ID04491,Male,21,Computer Science,92.3,2.1,3.76,9.0,3,3.84,Excellent
ID04492,Female,20,Business,100.0,1.9,2.68,8.8,7,2.68,Average
ID04493,Female,24,Engineering,100.0,4.0,3.49,5.3,6,3.69,Excellent
ID04494,Female,20,Business,100.0,2.2,3.19,6.1,5,3.26,Good
ID04495,Female,19,Mathematics,82.1,3.6,3.12,8.0,10,3.29,Good
ID04496,Female,19,Economics,76.0,2.9,3.84,7.4,10,3.83,Excellent
ID04497,Male,21,Business,73.3,1.5,1.97,7.0,6,2.07,Poor
ID04498,Male,18,Business,77.7,2.1,3.0,7.7,7,2.93,Average
ID04499,Male,24,Business,54.2,9.5,2.56,4.2,10,2.55,Average
ID04500,Male,22,Computer Science,74.1,3.3,2.12,5.6,10,2.12,Poor
ID04501,Female,22,Psychology,76.6,3.2,2.5,6.1,12,2.32,Poor
ID04502,Male,18,Business,82.4,3.1,3.11,8.1,4,3.24,Good
ID04503,Male,18,Business,87.0,4.7,2.74,4.0,8,3.22,Good
ID04504,Male,20,Mathematics,90.4,4.1,3.55,7.3,9,3.71,Excellent
ID04505,Male,22,Mathematics,84.8,10.7,2.99,6.4,11,3.66,Excellent
ID04506,Male,21,Engineering,76.3,7.6,2.94,8.0,10,3.3,Good
ID04507,Female,23,Engineering,55.5,10.5,2.94,8.2,7,2.83,Average
ID04508,Male,19,Mathematics,76.4,6.2,3.05,9.5,7,3.31,Good
ID04509,Female,23,Psychology,70.4,5.7,2.89,5.2,8,2.92,Average
ID04510,Female,20,Engineering,92.0,2.0,2.67,5.8,8,2.99,Average
ID04511,Male,22,Economics,98.6,1.0,3.59,7.1,8,3.8,Excellent
ID04512,Male,24,Economics,99.1,1.7,2.79,9.1,7,2.88,Average
ID04513,Male,18,Psychology,96.4,1.5,2.91,7.7,4,3.22,Good
ID04514,Female,24,Mathematics,83.0,3.7,3.31,7.2,12,3.83,Excellent
ID04515,Female,24,Engineering,77.2,6.8,3.26,8.8,6,3.3,Good
ID04516,Male,22,Business,73.8,2.7,2.65,6.4,7,2.78,Average
ID04517,Male,21,Mathematics,62.4,2.3,3.48,8.8,4,3.41,Good
ID04518,Female,20,Engineering,99.9,6.5,3.37,9.6,9,3.7,Excellent
ID04519,Male,18,Psychology,82.4,2.3,3.19,6.8,9,3.28,Good
ID04520,Male,23,Economics,66.3,9.2,2.88,4.7,7,3.01,Good
ID04521,Female,21,Psychology,72.6,2.1,2.9,7.2,12,2.99,Average
ID04522,Female,23,Engineering,72.0,6.8,3.0,9.5,8,2.93,Average
ID04523,Female,19,Psychology,85.6,4.8,2.48,7.7,11,2.9,Average
ID04524,Female,20,Engineering,100.0,0.7,3.08,4.9,13,3.17,Good
ID04525,Female,21,Engineering,79.8,2.5,3.55,8.9,10,3.49,Good
ID04526,Male,21,Psychology,51.2,7.0,3.54,8.2,10,3.52,Excellent
ID04527,Female,23,Computer Science,82.2,1.5,2.91,8.5,6,3.14,Good
ID04528,Female,18,Business,82.7,3.2,3.63,8.7,6,3.84,Excellent
ID04529,Female,19,Mathematics,81.6,1.5,4.0,6.2,8,4.0,Excellent
ID04530,Male,23,Economics,75.6,3.7,2.94,8.6,7,2.96,Average
ID04531,Male,21,Business,88.3,5.1,3.45,6.0,7,4.0,Excellent
ID04532,Male,20,Mathematics,86.0,4.3,1.97,5.2,10,2.32,Poor
ID04533,Male,21,Mathematics,84.6,4.6,2.47,5.8,13,2.85,Average
ID04534,Male,22,Economics,91.2,4.3,3.15,8.0,9,3.35,Good
ID04535,Female,20,Business,78.6,3.5,2.6,6.4,11,2.43,Poor
ID04536,Female,20,Economics,77.7,6.3,4.0,9.2,13,4.0,Excellent
ID04537,Male,21,Engineering,100.0,1.5,3.4,8.7,9,3.43,Good
ID04538,Female,18,Economics,93.4,8.9,3.58,8.0,6,4.0,Excellent
ID04539,Male,20,Psychology,97.4,4.4,3.09,9.1,8,3.22,Good
ID04540,Male,22,Computer Science,100.0,1.6,2.6,5.2,6,2.83,Average
ID04541,Male,23,Computer Science,92.9,8.2,2.84,8.4,5,3.12,Good
ID04542,Male,18,Computer Science,98.9,3.6,3.23,7.9,6,3.62,Excellent
ID04543,Male,18,Business,61.3,2.9,2.78,5.1,8,2.7,Average
ID04544,Male,18,Business,88.1,1.6,3.44,5.9,9,3.43,Good
ID04545,Male,20,Engineering,82.3,2.7,3.46,6.8,8,3.6,Excellent
ID04546,Female,18,Computer Science,100.0,6.5,3.1,6.7,6,3.43,Good
ID04547,Male,21,Engineering,98.9,2.2,2.19,6.9,11,2.35,Poor
ID04548,Female,18,Computer Science,75.5,6.6,3.96,6.1,7,4.0,Excellent
ID04549,Female,22,Business,90.6,3.2,2.99,9.2,6,3.08,Good
ID04550,Female,19,Psychology,87.5,2.1,4.0,5.1,5,4.0,Excellent
ID04551,Female,22,Psychology,91.8,2.8,3.43,5.2,6,3.81,Excellent
ID04552,Male,20,Psychology,69.7,5.3,3.0,5.6,7,3.16,Good
ID04553,Male,18,Economics,90.4,4.6,3.32,6.0,9,3.82,Excellent
ID04554,Female,18,Psychology,81.6,9.5,2.09,5.9,10,2.79,Average
ID04555,Male,21,Mathematics,89.2,3.3,3.61,9.5,7,3.87,Excellent
ID04556,Female,23,Computer Science,74.1,6.7,4.0,6.0,9,4.0,Excellent
ID04557,Female,18,Psychology,76.2,3.7,2.06,6.8,7,2.2,Poor
ID04558,Female,24,Mathematics,100.0,2.4,2.96,5.1,8,3.32,Good
ID04559,Female,22,Mathematics,69.2,1.8,3.05,6.3,4,3.05,Good
ID04560,Female,20,Mathematics,70.3,3.3,3.54,7.9,8,3.46,Good
ID04561,Female,19,Engineering,84.2,4.0,4.0,8.0,4,4.0,Excellent
ID04562,Male,18,Engineering,73.4,8.1,3.29,8.5,5,3.37,Good
ID04563,Female,19,Mathematics,71.7,9.4,4.0,5.5,8,4.0,Excellent
ID04564,Male,18,Economics,86.6,9.4,3.19,6.0,9,3.87,Excellent
ID04565,Male,20,Psychology,62.4,2.6,3.33,8.2,9,3.1,Good
ID04566,Female,23,Computer Science,69.9,2.2,3.26,7.0,4,3.36,Good
ID04567,Male,22,Economics,100.0,2.7,3.71,6.9,9,4.0,Excellent
